group,function,value,sample_time_nanos,iteration_count
Tokenization,Nom3FoldIterator,,3757.0,1
Tokenization,Nom3FoldIterator,,3089.0,2
Tokenization,Nom3FoldIterator,,5064.0,3
Tokenization,Nom3FoldIterator,,5346.0,4
Tokenization,Nom3FoldIterator,,6305.0,5
Tokenization,Nom3FoldIterator,,9441.0,6
Tokenization,Nom3FoldIterator,,8905.0,7
Tokenization,Nom3FoldIterator,,10183.0,8
Tokenization,Nom3FoldIterator,,11298.0,9
Tokenization,Nom3FoldIterator,,12370.0,10
Tokenization,Nom3FoldIterator,,13853.0,11
Tokenization,Nom3FoldIterator,,14881.0,12
Tokenization,Nom3FoldIterator,,16138.0,13
Tokenization,Nom3FoldIterator,,17153.0,14
Tokenization,Nom3FoldIterator,,18358.0,15
Tokenization,Nom3FoldIterator,,19441.0,16
Tokenization,Nom3FoldIterator,,20645.0,17
Tokenization,Nom3FoldIterator,,21887.0,18
Tokenization,Nom3FoldIterator,,23007.0,19
Tokenization,Nom3FoldIterator,,24079.0,20
Tokenization,Nom3FoldIterator,,25453.0,21
Tokenization,Nom3FoldIterator,,26718.0,22
Tokenization,Nom3FoldIterator,,28074.0,23
Tokenization,Nom3FoldIterator,,29044.0,24
Tokenization,Nom3FoldIterator,,30130.0,25
Tokenization,Nom3FoldIterator,,31110.0,26
Tokenization,Nom3FoldIterator,,32585.0,27
Tokenization,Nom3FoldIterator,,33505.0,28
Tokenization,Nom3FoldIterator,,34552.0,29
Tokenization,Nom3FoldIterator,,36067.0,30
Tokenization,Nom3FoldIterator,,37080.0,31
Tokenization,Nom3FoldIterator,,38250.0,32
Tokenization,Nom3FoldIterator,,39322.0,33
Tokenization,Nom3FoldIterator,,40428.0,34
Tokenization,Nom3FoldIterator,,41748.0,35
Tokenization,Nom3FoldIterator,,42692.0,36
Tokenization,Nom3FoldIterator,,43791.0,37
Tokenization,Nom3FoldIterator,,45007.0,38
Tokenization,Nom3FoldIterator,,46450.0,39
Tokenization,Nom3FoldIterator,,47216.0,40
Tokenization,Nom3FoldIterator,,50223.0,41
Tokenization,Nom3FoldIterator,,88819.0,42
Tokenization,Nom3FoldIterator,,52863.0,43
Tokenization,Nom3FoldIterator,,53560.0,44
Tokenization,Nom3FoldIterator,,53873.0,45
Tokenization,Nom3FoldIterator,,55264.0,46
Tokenization,Nom3FoldIterator,,56122.0,47
Tokenization,Nom3FoldIterator,,57262.0,48
Tokenization,Nom3FoldIterator,,57994.0,49
Tokenization,Nom3FoldIterator,,59214.0,50
Tokenization,Nom3FoldIterator,,60441.0,51
Tokenization,Nom3FoldIterator,,70713.0,52
Tokenization,Nom3FoldIterator,,80338.0,53
Tokenization,Nom3FoldIterator,,64288.0,54
Tokenization,Nom3FoldIterator,,76187.0,55
Tokenization,Nom3FoldIterator,,65902.0,56
Tokenization,Nom3FoldIterator,,67495.0,57
Tokenization,Nom3FoldIterator,,68410.0,58
Tokenization,Nom3FoldIterator,,69866.0,59
Tokenization,Nom3FoldIterator,,69999.0,60
Tokenization,Nom3FoldIterator,,71826.0,61
Tokenization,Nom3FoldIterator,,72788.0,62
Tokenization,Nom3FoldIterator,,73871.0,63
Tokenization,Nom3FoldIterator,,75141.0,64
Tokenization,Nom3FoldIterator,,76860.0,65
Tokenization,Nom3FoldIterator,,77605.0,66
Tokenization,Nom3FoldIterator,,78893.0,67
Tokenization,Nom3FoldIterator,,80034.0,68
Tokenization,Nom3FoldIterator,,81570.0,69
Tokenization,Nom3FoldIterator,,82580.0,70
Tokenization,Nom3FoldIterator,,83853.0,71
Tokenization,Nom3FoldIterator,,84521.0,72
Tokenization,Nom3FoldIterator,,86100.0,73
Tokenization,Nom3FoldIterator,,86645.0,74
Tokenization,Nom3FoldIterator,,88908.0,75
Tokenization,Nom3FoldIterator,,90031.0,76
Tokenization,Nom3FoldIterator,,91304.0,77
